iter	Logloss
186	0.1440028044
187	0.1436040146
188	0.143269553
189	0.143079398
190	0.1429469007
191	0.1426287114
192	0.1422653375
193	0.1420679264
194	0.141825007
195	0.1416202933
196	0.1414577155
197	0.1412620511
198	0.1411182649
199	0.1408441729
200	0.140633979
201	0.1404763018
202	0.1402664638
203	0.1400517166
204	0.1397955065
205	0.139607777
206	0.1395427179
207	0.1394380876
208	0.1391872184
209	0.1389016138
210	0.1387330971
211	0.1385470985
212	0.1384760579
213	0.138368211
214	0.1380974007
215	0.1379686058
216	0.1376976118
217	0.137467462
218	0.1372103349
219	0.1370500206
220	0.1369054112
221	0.1367166994
222	0.1365408608
223	0.1362579838
224	0.1361404545
225	0.1358253816
226	0.1357077186
227	0.1355676907
228	0.1353698588
229	0.1352099629
230	0.1351635729
231	0.1349006219
232	0.1346781069
233	0.1345110167
234	0.1342973835
235	0.133860271
236	0.1337221949
237	0.1335549537
238	0.1333683094
239	0.1332837938
240	0.1331420508
241	0.133051846
242	0.1330236587
243	0.1329220653
244	0.1328619845
245	0.1328287405
246	0.1326614145
247	0.1324832234
248	0.1321875692
249	0.1319788943
250	0.1317011768
251	0.1315695274
252	0.1313778023
253	0.1311298734
254	0.1310965159
255	0.1310085609
256	0.1308700423
257	0.130853357
258	0.1306764462
259	0.1305351494
260	0.1303020318
261	0.1302725905
262	0.1300422989
263	0.1298525318
264	0.1297246576
265	0.1295369932
266	0.129405845
267	0.1291617976
268	0.1288661306
269	0.128706757
270	0.1283792481
271	0.1283492192
272	0.1281466627
273	0.1279461078
274	0.1279130786
275	0.1277705728
276	0.1276358557
277	0.1276108659
278	0.1274967321
279	0.1274450356
280	0.127248065
281	0.1269882834
282	0.126869321
283	0.1267579845
284	0.126582557
285	0.1264937713
286	0.1264463427
287	0.1262830943
288	0.1260582035
289	0.1260294121
290	0.1258076747
291	0.1257470295
292	0.1256019133
293	0.1255377851
294	0.1254419658
295	0.1251376465
296	0.1248440726
297	0.1247491521
298	0.124680113
299	0.1245057981
300	0.1244422899
301	0.1244097332
302	0.1243235959
303	0.1241020056
304	0.1239292879
305	0.1238445928
306	0.1236973035
307	0.1236759348
308	0.1234765402
309	0.1233693824
310	0.1232055793
311	0.1231161174
312	0.1229102577
313	0.1228649342
314	0.1227352248
315	0.1225741414
316	0.1224298432
317	0.1224155709
318	0.1222232618
319	0.1221435259
320	0.121983153
321	0.1219584992
322	0.1218674953
323	0.1217455933
324	0.1216531053
325	0.1215848251
326	0.1215729042
327	0.1214193045
328	0.1213748446
329	0.1212397521
330	0.1211604877
331	0.1210697993
332	0.1210390231
333	0.1210078423
334	0.1208472915
335	0.1206632613
336	0.1204413481
337	0.1201882064
338	0.1201195562
339	0.1200360619
340	0.11989057
341	0.1196603897
342	0.119638153
343	0.1195334306
344	0.1194119918
345	0.1193170954
346	0.1192787896
347	0.1191852469
348	0.1191209034
349	0.1190264326
350	0.1188500612
351	0.1186529114
352	0.1185792441
353	0.1185389809
354	0.1185009225
355	0.1183228955
356	0.1182531902
357	0.1182121838
358	0.118189013
359	0.1180591793
360	0.1179345431
361	0.1178236788
362	0.1177708134
363	0.1175702383
364	0.1174771003
365	0.1173602855
366	0.1171027512
367	0.1170714039
368	0.1169777421
369	0.1168722813
370	0.1167513052
371	0.116628799
372	0.1165935749
373	0.116469283
374	0.1163363246
375	0.1162515858
376	0.1161412224
377	0.1160515981
378	0.1159994331
379	0.1159170966
380	0.1158897249
381	0.1156358657
382	0.1155548611
383	0.1154606937
384	0.1153768869
385	0.115307747
386	0.1152399773
387	0.1152175352
388	0.1150983222
389	0.1150781064
390	0.1149747979
391	0.1149125975
392	0.1148355128
393	0.1147708549
394	0.114750071
395	0.1145198631
396	0.1143810408
397	0.1142019213
398	0.1141798239
399	0.1141541057
400	0.1140943525
401	0.1139648807
402	0.113782707
403	0.1136799375
404	0.1134799559
405	0.1134518161
406	0.113371055
407	0.113261798
408	0.1131515071
409	0.1130660632
410	0.1127667715
411	0.1125787943
412	0.1125228443
413	0.1124178934
414	0.1123274891
415	0.1123021765
416	0.1121463976
417	0.1121328968
418	0.1120080518
419	0.1119641967
420	0.1118331014
421	0.1117779191
422	0.1116667937
423	0.1115667625
424	0.1115559677
425	0.1115255674
426	0.1113585494
427	0.1113361648
428	0.1112684585
429	0.111254919
430	0.1111402546
431	0.1110032377
432	0.1109797682
433	0.1108687271
434	0.1107619185
435	0.110688919
436	0.1105792816
437	0.1104580122
438	0.1103135014
439	0.1102002855
440	0.1101800891
441	0.1099088426
442	0.1096905072
443	0.1096628033
444	0.109561892
445	0.1094391069
446	0.1093187849
447	0.1091992116
448	0.1090437031
449	0.1090043441
450	0.1089058301
451	0.1087709659
452	0.1086304522
453	0.108501556
454	0.1084161558
455	0.1082928476
456	0.1082104251
457	0.1080953513
458	0.108081553
459	0.1080501167
460	0.1080327014
461	0.1080233015
462	0.1079671128
463	0.1079448123
464	0.1078454678
465	0.1076720103
466	0.1074999774
467	0.107308305
468	0.1072500608
469	0.1072358772
470	0.1070761727
471	0.1069978472
472	0.10698098
473	0.1069533239
474	0.1068462027
475	0.1068153036
476	0.106730401
477	0.1066164093
478	0.1065619656
479	0.106462859
480	0.1064179521
481	0.1062406048
482	0.1061807495
483	0.10616762
484	0.106140321
485	0.106082419
486	0.1059940733
487	0.1058453673
488	0.1058098831
489	0.1057968098
490	0.1057691555
491	0.1057629315
492	0.1056046085
493	0.1053685815
494	0.1051923639
495	0.1051669689
496	0.1050814179
497	0.1050017615
498	0.1049618575
499	0.1049439264
500	0.1048036651
501	0.1047832397
502	0.1047548952
503	0.1047252684
504	0.1046209867
505	0.1043974737
506	0.104387729
507	0.1043221494
508	0.104291533
509	0.1042546515
510	0.1041650868
511	0.1040420533
512	0.1040226514
513	0.1039493959
514	0.1039241527
515	0.1037656268
516	0.1036320735
517	0.1036207835
518	0.1035517862
519	0.103543505
520	0.1034492419
521	0.1034027498
522	0.1033880417
523	0.1032614421
524	0.1031630102
525	0.1031499152
526	0.1030924893
527	0.1030421051
528	0.1029317356
529	0.1029079594
530	0.1027744801
531	0.1026335483
532	0.1026222544
533	0.1026092371
534	0.1025103479
535	0.1024649587
536	0.1024549621
537	0.1023353594
538	0.1023223334
539	0.1021859155
540	0.1021758199
541	0.1020265469
542	0.1020124697
543	0.1018997654
544	0.1017622659
545	0.1015872101
546	0.1015756197
547	0.1015084971
548	0.1014205271
549	0.1012541439
550	0.1010460304
551	0.1009425
552	0.1009328303
553	0.1009214961
554	0.1008858005
555	0.1007640289
556	0.1006763248
557	0.1005275135
558	0.100396865
559	0.1002737168
560	0.1002615677
561	0.1002350735
562	0.1000832127
563	0.1000724572
564	0.100065231
565	0.09998367395
566	0.09997461426
567	0.09985200598
568	0.0998431915
569	0.09976429676
570	0.09975675056
571	0.09974563182
572	0.09961236487
573	0.09951890929
574	0.09938787531
575	0.09933984578
576	0.09922008111
577	0.09910853085
578	0.09909682752
579	0.09908719155
580	0.09899681535
581	0.09882838651
582	0.09881994961
583	0.09865405792
584	0.09864421653
585	0.09859624027
586	0.0985186795
587	0.09847938355
588	0.09830029741
589	0.09829272112
590	0.09820157592
591	0.09818162319
592	0.09810700459
593	0.09800559167
594	0.09793381575
595	0.09792426941
596	0.09779130001
597	0.09778204107
598	0.0977098604
599	0.09761580828
600	0.09744603279
601	0.097436871
602	0.09733451649
603	0.09722870171
604	0.09721970589
605	0.09701712061
606	0.0968155676
607	0.09672461441
608	0.09671082257
609	0.09669754727
610	0.09656190786
611	0.09647363307
612	0.09638598122
613	0.09623647477
614	0.09622774598
615	0.09612579468
616	0.09590141937
617	0.09577456267
618	0.09571456097
619	0.09562583534
620	0.09543704527
621	0.09531183749
622	0.09530330938
623	0.0951959891
624	0.0951269127
625	0.09507989896
626	0.09495642158
627	0.094946581
628	0.09493815088
629	0.09487929101
630	0.09465213452
631	0.09464475497
632	0.0944997676
633	0.09441841012
634	0.09433750545
635	0.09425468206
636	0.09411435543
637	0.09405544497
638	0.09399184963
639	0.09388995662
640	0.09384977437
641	0.09376881863
642	0.0935930898
643	0.0935024608
644	0.09346547505
645	0.09342614195
646	0.09337861361
647	0.09336569142
648	0.09322206765
649	0.09321273783
650	0.09303916513
651	0.09300024813
652	0.09299103782
653	0.09289821531
654	0.09288988746
655	0.09285640954
656	0.0928494162
657	0.09284141558
658	0.09257017999
659	0.09253293028
660	0.09243265243
661	0.09230188094
662	0.09223786262
663	0.09218237161
664	0.09198082323
665	0.09191616182
666	0.09171604323
667	0.09168356522
668	0.09167627542
669	0.09159818453
670	0.09157970816
671	0.09143492334
672	0.09138651996
673	0.09123332119
674	0.09113408808
675	0.09112625261
676	0.09097433539
677	0.09084097244
678	0.09083421674
679	0.09075911492
680	0.09062416431
681	0.09044559711
682	0.09035846359
683	0.09029882205
684	0.09013505582
685	0.09004619805
686	0.09003858184
687	0.08990937662
688	0.08990381465
689	0.08965670551
690	0.08964860207
691	0.08955445273
692	0.08951969457
693	0.0893092952
694	0.08924115208
695	0.08909212113
696	0.08895151058
697	0.08889548741
698	0.08875839135
699	0.08869387557
700	0.08868655212
701	0.08868014561
702	0.08867291493
703	0.08858359083
704	0.08857730064
705	0.0885701796
706	0.08856317541
707	0.0884086168
708	0.08819363262
709	0.088020557
710	0.08790965443
711	0.08784372646
712	0.0877987706
713	0.08772398841
714	0.0876730855
715	0.08766705737
716	0.08757742561
717	0.08742158604
718	0.08735305393
719	0.08734619228
720	0.08733945966
721	0.08726634703
722	0.08724537295
723	0.0871453311
724	0.08699817645
725	0.08686606657
726	0.08669759999
727	0.08659462139
728	0.08644395111
729	0.08637437626
730	0.08636848665
731	0.08625705982
732	0.08611533501
733	0.08610952694
734	0.08609962395
735	0.08601957031
736	0.08596076665
737	0.08586331762
738	0.0858584904
739	0.08578461113
740	0.08577900069
741	0.0856536495
742	0.08564731472
743	0.08556927659
744	0.0854830574
745	0.08539583436
746	0.08527929712
747	0.08516423274
748	0.08507539747
749	0.08500837203
750	0.08493152674
751	0.0848729681
752	0.08478916634
753	0.08477628044
754	0.08462229002
755	0.08461546862
756	0.08449388547
757	0.08448107444
758	0.08440089754
759	0.08432955666
760	0.0842851051
761	0.08417714121
762	0.08417163789
763	0.0840188084
764	0.08401217034
765	0.08397890787
766	0.08387719508
767	0.08382871943
768	0.08374126321
769	0.0837207762
770	0.08370063925
771	0.0836590673
772	0.08353623294
773	0.08353093723
774	0.0833371375
775	0.08325551561
776	0.08316941399
777	0.08299897326
778	0.08299371179
779	0.08287257969
780	0.08284438852
781	0.08280055332
782	0.0827726199
783	0.08276747626
784	0.08267398685
785	0.08258474123
786	0.08245722943
787	0.08242174113
788	0.08227479282
789	0.08211601853
790	0.08195933593
791	0.0819450645
792	0.08189368706
793	0.08188841735
794	0.08179035919
795	0.08171298038
796	0.08163191945
797	0.08162688591
798	0.08162175874
799	0.08153324941
800	0.08142901146
801	0.08136974761
802	0.08129807449
803	0.08123686995
804	0.08114316864
805	0.08109036759
806	0.08108425296
807	0.08102711311
808	0.08098559579
809	0.08089394273
810	0.08071748216
811	0.0806783768
812	0.08058943944
813	0.08048635832
814	0.08034892512
815	0.08027801738
816	0.08027296497
817	0.08018317103
818	0.08003361218
819	0.07989071616
820	0.0798246901
821	0.07981399038
822	0.07974545919
823	0.0795985054
824	0.07948845246
825	0.07941567943
826	0.07937715699
827	0.07937222612
828	0.07928978761
829	0.07928493149
830	0.07914512784
831	0.07910579555
832	0.07906704514
833	0.07892864814
834	0.07892102149
835	0.07883580162
836	0.07882109134
837	0.07873566714
838	0.07863142948
839	0.07862625629
840	0.07850053956
841	0.07847184119
842	0.07846613947
843	0.0783780655
844	0.07837019468
845	0.0782852791
846	0.07822111124
847	0.07812758882
848	0.07806620628
849	0.07799070949
850	0.07796285545
851	0.07792598166
852	0.07785991527
853	0.07782574149
854	0.07777537769
855	0.07768776474
856	0.0776421348
857	0.07763758365
858	0.07750778655
859	0.07750082647
860	0.07734418695
861	0.07733884019
862	0.07728821212
863	0.07717985464
864	0.07716379112
865	0.07713174221
866	0.07709267238
867	0.07708734134
868	0.0769334004
869	0.07683978863
870	0.07678440179
871	0.07676907031
872	0.07669924592
873	0.0766882757
874	0.07668168772
875	0.07659384338
876	0.07646245445
877	0.07640460823
878	0.07631326021
879	0.07628309362
880	0.07619692676
881	0.07616231718
882	0.07615716942
883	0.07602137415
884	0.07595827856
885	0.0759489172
886	0.075944523
887	0.07587181598
888	0.07582629356
889	0.07577868239
890	0.0757743488
891	0.07572319499
892	0.07565870142
893	0.07561287984
894	0.07559848904
895	0.0755185137
896	0.07543649224
897	0.07533565846
898	0.07531016212
899	0.07530597177
900	0.0753017804
901	0.07522061418
902	0.07518332877
903	0.07509372181
904	0.07508931815
905	0.07505609907
906	0.07495771081
907	0.07495286029
908	0.07488132556
909	0.0747735307
910	0.07476876845
911	0.0747064561
912	0.07464915108
913	0.07456410337
914	0.07450324088
915	0.07436029003
916	0.07427499219
917	0.07426087619
918	0.07412321599
919	0.07409557497
920	0.07409133849
921	0.07404604528
922	0.0740320882
923	0.07396354822
924	0.07395892511
925	0.0738664458
926	0.07378631567
927	0.07377419712
928	0.0736940636
929	0.07368951383
930	0.07368059489
931	0.07365062356
932	0.07361534992
933	0.07346342364
934	0.07337526559
935	0.07335362311
936	0.07326653372
937	0.07313072297
938	0.07312688521
939	0.07303498199
940	0.07296478953
941	0.07294047585
942	0.0727930978
943	0.07278216786
944	0.07277774267
945	0.07270114848
946	0.07267871234
947	0.07267435267
948	0.07258007393
949	0.07253785291
950	0.07251040298
951	0.07250725638
952	0.072453046
953	0.0723415165
954	0.07230530634
955	0.07228483747
956	0.0722080745
957	0.07217047732
958	0.07208079203
959	0.07204119999
960	0.07195823929
961	0.07189980996
962	0.07179018452
963	0.07165606217
964	0.07158360391
965	0.07157937102
966	0.07148440716
967	0.07142628951
968	0.07129844831
969	0.07115822609
970	0.07107905599
971	0.07099552808
972	0.07093921792
973	0.07093606958
974	0.07087990216
975	0.07084339496
976	0.07078864913
977	0.07066829471
978	0.0706559535
979	0.07059494918
980	0.07059080692
981	0.07052146559
982	0.07051677731
983	0.07045540436
984	0.0703982539
985	0.07036765479
986	0.07035937236
987	0.07029815871
988	0.07021686631
989	0.07014589388
990	0.07006702404
991	0.07000770774
992	0.06999734749
993	0.06999341579
994	0.06994263968
995	0.0698911883
996	0.06981249034
997	0.06980063962
998	0.06972515065
999	0.06969569997
